,2023-09-30,2023-06-30,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-09-30,2001-06-30,2001-03-31,2000-12-31,2000-09-30,2000-06-30,2000-03-31,1999-12-31,1999-09-30,1999-06-30,1999-03-31,1998-12-31,1998-09-30,1998-06-30,1998-03-31,1997-12-31,1997-09-30,1997-06-30
nonCurrentLiabilitiesOther,-100000.00,1454000000.00,1680118000.00,100000.00,2850381000.00,2960245000.00,2695807000.00,-100000.00,,200000.00,,100000.00,100000.00,,,-300000.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nonCurrentLiabilitiesTotal,12507200000.00,12806600000.00,13397400000.00,14089800000.00,15532747000.00,15148729000.00,14024333000.00,15718500000.00,15861121000.00,15546803000.00,17906715000.00,16567700000.00,17207325000.00,16621717000.00,16360368000.00,14175900000.00,13611530000.00,13169213000.00,13162009000.00,11750300000.00,10108688000.00,10126972000.00,9760390000.00,10180600000.00,10599000000.00,8375968000.00,8148715000.00,8416500000.00,8068854000.00,8699247000.00,9323895000.00,9700700000.00,9684700000.00,7782100000.00,7220900000.00,6673700000.00,6911200000.00,6583700000.00,7021000000.00,7496000000.00,9388595000.00,8823200000.00,8390926000.00,8717300000.00,8596410000.00,8519856000.00,5723359000.00,5902700000.00,5742034000.00,6355465000.00,6815901000.00,7558500000.00,8042948000.00,8208604000.00,9225500000.00,9313200000.00,9642301000.00,9854500000.00,10499700000.00,10264300000.00,8558213664.00,8475389546.78,9200965081.00,9382500000.00,9649280008.20,10476776209.20,9960153178.20,9287404290.00,10290754818.50,8363510453.55,7997060991.69,8445324926.43,6528773542.50,6623207829.00,7261512426.00,7050600000.00,8595415673.39,5869554418.83,5620402174.88,5605500000.00,5610919825.28,4717585177.92,5321181700.74,5338997231.76,5333423733.38,4473028317.60,3979006057.60,4164371583.00,3102508799.00,2263194895.20,2356963869.54,2350383756.77,2336511122.11,2254085958.12,1875827450.40,1872662095.60,1898970300.00,1779502608.00,1885290432.90,1625874740.00,1500818760.00,1422155360.00,1453427100.00,1545883200.00,1413414100.00,1169940200.00
negativeGoodwill,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
warrants,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
preferredStockRedeemable,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
capitalSurpluse,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
liabilitiesAndStockholdersEquity,137914200000.00,133294400000.00,,137958100000.00,142063954000.00,136633408000.00,127399920000.00,138602500000.00,135133255000.00,124440135000.00,133417831000.00,125196600000.00,127056787000.00,121393008000.00,113687561000.00,101742900000.00,102475317000.00,98738979000.00,96905532000.00,94126100000.00,95691043000.00,90921356000.00,82378945000.00,86851900000.00,83020423000.00,84124011000.00,80733942000.00,83841400000.00,79110196000.00,76656712000.00,80248015000.00,90176300000.00,88043173000.00,74436200000.00,75101200000.00,72143200000.00,65125900000.00,62989000000.00,63297000000.00,68674000000.00,59618974000.00,50982700000.00,48728570000.00,54159900000.00,49391546000.00,48521976000.00,45822291000.00,46139400000.00,45166496000.00,41842844000.00,41698184000.00,42678300000.00,42934285000.00,41063436000.00,40174500000.00,40101000000.00,39253762000.00,40094900000.00,41670600000.00,41813000000.00,34323307668.00,33278572182.06,34209291045.00,35475800000.00,34683193695.50,34693585400.00,34451304878.10,35558964085.00,35475117196.00,32460481434.57,32554500919.62,33471890180.82,33141869887.50,30208776318.00,31271578579.64,33016500000.00,31828726546.39,14068563191.73,14162573290.50,14830100000.00,14138352441.08,11765448280.80,12793467526.20,12381391245.72,12209957737.76,11015581096.20,9952515263.20,11028616633.80,9892333259.50,8594008295.70,8744123312.64,8638819954.46,8245947361.41,8126031812.49,5296422542.40,5425908739.30,5138659530.00,4912432200.00,5229367236.45,4694219460.00,4544175320.00,4376805720.00,4387341900.00,4630060800.00,4400075750.00,4119657850.00
cashAndShortTermInvestments,17641100000.00,12430500000.00,,15380900000.00,19059870000.00,15664973000.00,14233652000.00,18542300000.00,20000745000.00,14514953000.00,19335696000.00,18790300000.00,23103373000.00,17483775000.00,13249295000.00,11915300000.00,15031218000.00,14247441000.00,12836297000.00,11476900000.00,12240677000.00,10632573000.00,7965706000.00,10354500000.00,8348508000.00,8766112000.00,7240164000.00,8159600000.00,7559794000.00,5993548000.00,6216389000.00,13835300000.00,10399594000.00,7676400000.00,8008300000.00,10435100000.00,6274900000.00,6653800000.00,7706400000.00,11574400000.00,5447659000.00,4921900000.00,4024890000.00,9402800000.00,5149069000.00,5135145000.00,8175706000.00,8269600000.00,6619528000.00,5767670000.00,5704628000.00,6978600000.00,7889035000.00,5972147000.00,5648800000.00,4116200000.00,4125725000.00,4281000000.00,4268500000.00,3299000000.00,2059805540.00,1897101526.50,2032196003.00,2483000000.00,2024256341.10,1489887857.80,1859494974.00,1760734877.50,1591355934.50,1590168687.24,1361260645.38,1095614667.84,1058719612.50,1101870693.00,1090177337.62,1505400000.00,1334991012.73,2402904880.98,2610276590.60,2690000000.00,3180938454.68,1578988879.20,2076099954.57,3504899675.70,3595291704.00,3075107476.60,2266419492.00,2538986846.10,1929045974.50,1038794682.30,952831441.61,1028231593.92,822238940.27,1072959169.76,1674973986.40,1697429447.70,1455924960.00,1032961072.00,1204505170.86,1086896720.00,924930080.00,774922000.00,877764000.00,884206800.00,1119272350.00,10442050.00
propertyPlantAndEquipmentGross,,,,,,,,,,25701978000.00,26676905000.00,24768400000.00,25435683000.00,,25063436000.00,22576300000.00,21597197000.00,0.00,21431950000.00,20097000000.00,19673034000.00,,18276310000.00,18822300000.00,18480755000.00,,18658350000.00,19153800000.00,18341681000.00,,18693417000.00,19140100000.00,18624461000.00,,16542000000.00,15740100000.00,14814100000.00,,13592400000.00,13937800000.00,13086251000.00,,11321346000.00,11412300000.00,10965688000.00,,9223878000.00,9265200000.00,8887404000.00,,7275436000.00,7032300000.00,6890079000.00,,6434000000.00,6595100000.00,6270990000.00,,6976500000.00,7304600000.00,6219430048.00,,5495237416.00,5981500000.00,5830390415.50,,5499128175.30,5710067300.00,5735563983.00,,5116749094.08,5401226483.31,5217584625.00,,5403384361.06,5531700000.00,5482789133.06,,4169658130.73,4166300000.00,3789040536.96,,3716869582.80,3289098089.22,2973076577.42,,,,3197377324.00,,,,3419961534.44,,,,2024315730.00,,,,2179108720.00,,,,2124941350.00,
propertyPlantAndEquipmentNet,28925200000.00,29284800000.00,,30055700000.00,29926913000.00,29386901000.00,27494375000.00,29224300000.00,27231875000.00,25701978000.00,26676905000.00,24768400000.00,25435683000.00,25111748000.00,25063436000.00,22576300000.00,21597197000.00,21416968000.00,21431950000.00,20097000000.00,19673034000.00,18762061000.00,18276310000.00,18822300000.00,18480755000.00,18638073000.00,18658350000.00,19153800000.00,18341681000.00,18259924000.00,18693417000.00,19140100000.00,18624461000.00,16820000000.00,16542000000.00,15740100000.00,14814100000.00,13913500000.00,13592400000.00,13937800000.00,13086251000.00,11718000000.00,11321346000.00,11412300000.00,10965688000.00,10409245000.00,9223878000.00,9265200000.00,8887404000.00,7943196000.00,7275436000.00,7032300000.00,6890079000.00,6604150000.00,6434000000.00,6595100000.00,6270990000.00,6489000000.00,6976500000.00,7304600000.00,6219430048.00,5478530121.88,5495237416.00,5981500000.00,5830390415.50,5720810037.20,5499128175.30,5710067300.00,5735563983.00,5118516868.50,5116749094.08,5401226483.31,5217584625.00,5183973837.00,5403384361.06,5531700000.00,5482789133.06,4258035852.57,4169658130.73,4166300000.00,3789040536.96,3535719031.20,3716869582.80,3289098089.22,2973076577.42,2844036858.00,2835719096.80,3143579072.70,3197377324.00,3113077999.80,3235487045.84,3203950054.16,3419961534.44,3403123862.90,1821888140.00,1898596836.90,2024315730.00,2068628952.00,2146155697.89,2127277740.00,2179108720.00,2210031280.00,2185200300.00,2443816800.00,2124941350.00,2123826850.00
accumulatedDepreciation,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
netWorkingCapital,3706900000.00,202300000.00,-253700000.00,-2723800000.00,6577300000.00,4340900000.00,1300700000.00,-239300000.00,7089800000.00,3914200000.00,5179200000.00,1864500000.00,8823479000.00,7029136000.00,5868233000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
netInvestedCapital,93974000000.00,89170800000.00,88946000000.00,85800600000.00,93597300000.00,89977800000.00,82001000000.00,85743500000.00,90010600000.00,81974500000.00,87071300000.00,76486900000.00,83290203000.00,79085513000.00,71399370000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commonStockSharesOutstanding,15853100000.00,15643750000.00,15842400000.00,15848400000.00,15851891892.00,15855547250.00,15851240130.00,15858600000.00,15859517857.00,15855945055.00,15873107618.00,15868900000.00,15860700000.00,15870620957.00,15868953488.00,15871700000.00,15848204315.00,15863643801.00,15863230036.00,15858600000.00,15849668911.00,15834300000.00,15661993750.00,15841200000.00,15707817165.00,15485753846.00,15708107143.00,15826900000.00,16111747368.00,15739646154.00,15717615000.00,15864600000.00,15530168421.00,15679100000.00,15614794444.00,15841200000.00,15631100000.00,15811700000.00,15812454746.00,15809154308.00,15802400000.00,9834800000.00,9837404958.00,16276018089.00,15632010015.00,15679942422.00,16299196571.00,15667835600.00,15614092489.00,15587589786.00,15587279889.00,15593982420.00,15550754629.00,15553256359.00,15471845492.00,15472346053.00,15416833818.00,15402067263.00,15374736623.00,14891194524.00,15387250653.00,15379742235.00,16773304558.00,15306585218.00,15802400000.00,15802400000.00,15802400000.00,15802400000.00,15802400000.00,15802400000.00,15802400000.00,15802400000.00,16413420091.00,16424288276.00,16374707691.00,15802400000.00,16544748799.00,11028739324.00,11276796070.00,11276796070.00,11397692082.00,11578807455.00,11452487788.00,11452487788.00,11567139599.00,11518555707.00,11427306958.00,11427306958.00,11645949428.00,11645949428.00,11699520887.00,11699520887.00,11611487042.00,3155428301.00,10377210119.00,10377210119.00,10374265643.00,10374265643.00,10385112153.00,10385112153.00,10354856133.00,10515240014.00,10680671580.00,10680671580.00,10914787597.00,11024664681.00
investments,-1210100000.00,-1218400000.00,-1080700000.00,-1095700000.00,167200000.00,-234600000.00,-307200000.00,125131000.00,-821500000.00,806700000.00,-351720000.00,-1650000000.00,-2663908000.00,-3980000.00,-75278000.00,-1912664000.00,-1648400000.00,-894400000.00,-383135000.00,-578156.80,-3210472.61,854587.27,-3865668.04,275800000.00,-10338000.00,18601000.00,272555000.00,-74700000.00,,,,280300000.00,,,,-445700000.00,,,,141707000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
changeToLiabilities,,,,,1288600000.00,-1834000000.00,-2637607000.00,5821919000.00,1279200000.00,-419700000.00,-523867000.00,4124141000.00,1083489000.00,360452000.00,-2518292000.00,3464346000.00,-86334000.00,-773134000.00,-1222901000.00,711747867.98,46365197.48,110050089.45,-757905291.13,-105800000.00,338988000.00,-1194736000.00,-2707944000.00,-565100000.00,,,,5083200000.00,,,,1577400000.00,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,439179000.00,,,,144082000.00,,,,7498000.00,,,,79284000.00,,,,,,,,87907000.00,,,,17210000.00,,,,,,,,,,,,,,,,,,
totalCashflowsFromInvestingActivities,,,,,-1648900000.00,-1952300000.00,-307198000.00,-2680176000.00,-2476700000.00,-855100000.00,-1722921000.00,-1650047000.00,-2663908000.00,-814924000.00,-1670692000.00,-1912654000.00,-1648444000.00,-894357000.00,-383135000.00,-333652642.16,-248027674.77,-226496038.84,-1074637593.62,-3073000000.00,-647365000.00,-715880000.00,-607583000.00,-5898000000.00,-839160000.00,-1317000000.00,-2365000000.00,-5997000000.00,,,,-4768000000.00,,,,-3811220000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41733000.00,,,18498000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
netBorrowings,,,,,-250300000.00,-167400000.00,-152784000.00,-306297000.00,-122900000.00,-1852400000.00,-553380000.00,-1834179000.00,-33919000.00,3183676000.00,-89079000.00,-1343640000.00,-1018822000.00,-136048000.00,554720000.00,-600456548.06,43055175.33,4957321.75,583171961.83,-2546300000.00,-1473882000.00,-106335000.00,-246903000.00,1892900000.00,,,,-696500000.00,,,,-786700000.00,,,,-661318000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
totalCashFromFinancingActivities,-1402000000.00,-1706600000.00,-1016300000.00,-12680300000.00,-926494000.00,-11446000.00,-2719620000.00,-10491200000.00,155000000.00,-3927900000.00,-1777751000.00,-9579000000.00,-861500000.00,1986100000.00,-147582000.00,-10348000000.00,-1274400000.00,-277200000.00,-383831000.00,-11091700000.00,-2634612000.00,-16843000.00,521558000.00,-6575100000.00,-3969928000.00,-461905000.00,-1857158000.00,-5628200000.00,-2255532000.00,-1064229000.00,-2697169000.00,-4695133000.00,-2080912000.00,-2732200000.00,-5819600000.00,-3376100000.00,-2504400000.00,-2728800000.00,-4534500000.00,-2300700000.00,-5814604000.00,-111400000.00,-5340067000.00,-1799953000.00,-2680917000.00,-2851444000.00,-319986000.00,-3795520000.00,-1696024000.00,-1270553000.00,-1889903000.00,-3893537000.00,738782000.00,-1522945000.00,-183900000.00,-2735493000.00,-1565907000.00,-1259500000.00,-368100000.00,-2679094304.00,-256006352.20,-728790058.80,-341809285.00,-1475649145.70,-1032501885.30,-1653399709.60,-663649259.40,-943568865.00,11014440.00,463559938.56,-995956243.56,-2296745176.71,-148316985.00,176316330.40,-703297155.40,,,-386252641.37,-395696688.94,-1543800905.84,1712489980.56,-102396837.18,-412992237.54,-2889753034.12,380447296.58,171821170.20,-574714727.20,782328765.90,665844532.20,158372561.18,-222134581.88,,,,-115962706.40,,,,,,,,,,,
changeToOperatingActivities,,,,,,,,,,,,187366000.00,-187366000.00,-187366000.00,-187366000.00,-187366000.00,0.00,0.00,60060000.00,15474196.79,14947363.18,15348837.21,0.00,-100000.00,,,,-100000.00,1053000000.00,-1483000000.00,-1483000000.00,100000.00,,,,100000.00,,,,1279908000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
changeInCash,5399400000.00,-43900000.00,-2795100000.00,-2421800000.00,3663184000.00,814220000.00,-3800725000.00,-1147400000.00,4569300000.00,-4110800000.00,195733000.00,-3891300000.00,4233400000.00,3543700000.00,1303830000.00,-3116300000.00,821400000.00,1373000000.00,1359026000.00,-738500000.00,1583271000.00,2665394000.00,-2399385000.00,2012000000.00,-389593000.00,1501138000.00,-647706000.00,821900000.00,1502660000.00,-455029000.00,-7610300000.00,4127917000.00,2782225000.00,-72100000.00,-2843300000.00,4220900000.00,-623500000.00,-1270100000.00,-4242500000.00,6451600000.00,352068000.00,770500000.00,-5260743000.00,4395937000.00,-360039000.00,-1816349000.00,-1357384000.00,2107027000.00,730485000.00,597725000.00,-1279636000.00,-1978038000.00,1972080000.00,366558000.00,1523400000.00,172513000.00,-393813000.00,-9800000.00,975400000.00,1220296432.00,199742092.08,-32219465.08,-411975793.00,-2775759563.20,2014581091.60,1382710754.10,150339039.30,-1708502567.00,2136198503.52,206811167.70,56554998.81,-21047258.64,-32562441.00,58152868.69,-459925155.55,,,-318847055.55,150980001.01,-803358020.84,720624992.84,-334125006.84,-1175649576.54,-512611546.94,366087851.02,780440302.80,-182398368.80,2385433640.10,-23082865.20,6902812.89,-1957132.88,54889905.51,,,-22420283.20,,,,,,59260000.00,,,,,
beginPeriodCashFlow,12013100000.00,12057000000.00,14852100000.00,17273900000.00,13610679000.00,12796459000.00,16597184000.00,17744600000.00,13175300000.00,17286100000.00,17090335000.00,20981600000.00,16748200000.00,13204500000.00,11900642000.00,15016900000.00,14195500000.00,12822500000.00,11463498000.00,12202000000.00,10618744000.00,7953350000.00,10352735000.00,-15959400000.00,8730281000.00,7229143000.00,7876849000.00,-11559600000.00,5552293000.00,6007322000.00,13617622000.00,9489783000.00,6707558000.00,6779700000.00,9623000000.00,-13321300000.00,6025600000.00,7295700000.00,11538200000.00,-4482200000.00,4482175000.00,3665300000.00,8926042000.00,4530163000.00,4890202000.00,6706551000.00,8063935000.00,5956873000.00,5226388000.00,4628663000.00,5908299000.00,7886338000.00,5914258000.00,5547700000.00,4024300000.00,3851787000.00,4245600000.00,4255400000.00,3280000000.00,2059703568.00,1859961475.92,1892180941.00,2304156734.00,5083959563.20,3069378471.60,1686667717.50,1536328678.20,3243783147.00,1107584643.48,900773475.78,844218476.97,857823615.00,890386056.00,832233187.31,1292158342.86,,1024944737.64,1343791793.19,1192811792.18,1999458020.84,1278833028.00,1612958034.84,2788607611.38,3282110077.82,2916022226.80,2135581924.00,2317980292.80,26627899.50,49710764.70,42807951.81,44765084.69,,1674975732.80,,1697396016.00,,,,,,,,,,,
endPeriodCashFlow,17412500000.00,12013100000.00,12057000000.00,14852100000.00,17273863000.00,13610679000.00,12796459000.00,16597200000.00,17744600000.00,13175300000.00,17286068000.00,17090300000.00,20981600000.00,16748200000.00,13204472000.00,11900600000.00,15016900000.00,14195500000.00,12822524000.00,11463500000.00,12202015000.00,10618744000.00,7953350000.00,-13947400000.00,8340688000.00,8730281000.00,7229143000.00,-10737700000.00,7054953000.00,5552293000.00,6007322000.00,13617700000.00,9489783000.00,6707600000.00,6779700000.00,-9100400000.00,5402100000.00,6025600000.00,7295700000.00,1969400000.00,4834243000.00,4435800000.00,3665299000.00,8926100000.00,4530163000.00,4890202000.00,6706551000.00,8063900000.00,5956873000.00,5226388000.00,4628663000.00,5908300000.00,7886338000.00,5914258000.00,5547700000.00,4024300000.00,3851787000.00,4245600000.00,4255400000.00,3280000000.00,2059703568.00,1859961475.92,1892180941.00,2308200000.00,5083959563.20,3069378471.60,1686667717.50,1535280580.00,3243783147.00,1107584643.48,900773475.78,836776356.36,857823615.00,890386056.00,832233187.31,1292158342.86,,1024944737.64,1343791793.19,1196100000.00,1999458020.84,1278833028.00,1612958034.84,2769498530.88,3282110077.82,2916022226.80,2135581924.00,2412061539.60,26627899.50,49710764.70,42807951.81,54889905.51,,,1674975732.80,,,,,,59260000.00,,,,,
totalCashFromOperatingActivities,7923000000.00,3415700000.00,-576300000.00,11810800000.00,6109394000.00,2202203000.00,519756000.00,11792500000.00,6398200000.00,1873500000.00,2836858000.00,8393600000.00,7079400000.00,1838800000.00,1544057000.00,9634900000.00,3552200000.00,3114100000.00,2080145000.00,8786200000.00,5257317000.00,3075422000.00,792295000.00,8901000000.00,4563948000.00,2424634000.00,1984496000.00,7932900000.00,4544554000.00,2081877000.00,-2214818000.00,10987770000.00,5488724000.00,3872100000.00,3232200000.00,8771800000.00,2934200000.00,2591300000.00,1578000000.00,9745500000.00,7255381000.00,1695900000.00,732257000.00,7162965000.00,3661742000.00,2596790000.00,707103000.00,5980767000.00,2966586000.00,2423881000.00,1235566000.00,3712079000.00,2100183000.00,2366438000.00,1884100000.00,3307636000.00,1829464000.00,1991100000.00,1568900000.00,5286314108.00,321514646.50,657878426.50,766892819.00,2444989418.40,2157112877.60,1990879835.90,1325617868.10,1485738035.00,3431739152.49,-396898861.50,1450257471.51,3021928662.21,189261715.50,424379279.80,511440297.20,1287608000.00,,333977752.72,491454511.64,1776995822.88,454735456.00,-122576835.99,418445557.11,1877426969.78,-453152630.06,921271228.80,397552984.80,521393768.80,473091148.70,236671364.02,250322491.28,54889905.51,,,86876414.40,,,,,,59260000.00,,,,,
issuanceOfCapitalStock,0.00,0.00,14500000.00,2300000.00,0.00,0.00,23764000.00,,0.00,2951000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
depreciation,1671500000.00,1703900000.00,1526800000.00,1632300000.00,1523412000.00,1469615000.00,1330963000.00,1462500000.00,1370500000.00,1300100000.00,1263530000.00,1364200000.00,1326900000.00,1302200000.00,1174012000.00,1264100000.00,1255500000.00,1109200000.00,1046498000.00,1161800000.00,1068990000.00,923214000.00,869095000.00,994400000.00,917670000.00,872395000.00,827570000.00,916800000.00,847504000.00,883831000.00,863835000.00,885279000.00,753872000.00,763900000.00,671500000.00,710900000.00,593800000.00,552900000.00,534800000.00,519400000.00,534875000.00,493300000.00,476150000.00,500519000.00,461083000.00,427873000.00,379125000.00,396709000.00,363854000.00,349479000.00,344658000.00,496570000.00,357381000.00,337549000.00,375700000.00,360169000.00,313831000.00,341700000.00,360800000.00,469269364.00,1344292.90,23307595.10,796778748.00,-691948394.70,712232313.50,717712316.10,686003765.10,1469266430.00,,-3396381.27,672323486.76,1974199450.53,42658429.50,-162137664.71,749253627.71,,,3852784.80,270038797.38,764349540.28,12690810.28,-9744774.66,251404424.10,564242624.46,1176898.84,6837984.80,177741854.40,131958923.20,222832072.70,179710703.59,173507190.71,,,,98682078.40,,,,,,,,,,,
otherCashflowsFromInvestingActivities,,,,,,14700000.00,14700000.00,10002000.00,100000.00,-100000.00,5044000.00,5000000.00,5000000.00,5044000.00,100000.00,100000.00,2867000.00,2867000.00,202296000.00,-2782572.85,-2289639.38,-7419371.33,-75199.32,56792000.00,37558000.00,8277000.00,3823000.00,41067000.00,22440000.00,15275000.00,4413000.00,49529000.00,32592000.00,34397000.00,2124000.00,68328000.00,43471000.00,28980000.00,19708000.00,47442000.00,29188000.00,12316000.00,3667000.00,51866000.00,11575000.00,,1110000.00,67966000.00,4592000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,67684000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dividendsPaid,-125400000.00,-128600000.00,-38200000.00,-11959800000.00,117571000.00,142919000.00,22006000.00,9617600000.00,24600000.00,231900000.00,1241110000.00,6669000000.00,130000000.00,4700000.00,46548000.00,7644300000.00,163600000.00,10400000.00,53007000.00,5129300000.00,2538524000.00,46601000.00,1099721000.00,4955000000.00,2649794000.00,82979000.00,1132019000.00,5984800000.00,2159773000.00,86381000.00,2099649000.00,2423071000.00,2477564000.00,1627800000.00,4961800000.00,3518700000.00,2548900000.00,2075900000.00,3916100000.00,1510700000.00,4912576000.00,13200000.00,4989171000.00,1651749000.00,1267091000.00,2465758000.00,65502000.00,2344624000.00,1292174000.00,29536000.00,1809066000.00,3990580000.00,16465000.00,992655000.00,31100000.00,2312794000.00,776406000.00,241700000.00,229600000.00,1829231468.00,108043990.32,1077899431.32,2713091.00,1285016125.70,13275466.70,214105464.40,440202943.20,839097000.00,,71735939.40,386092220.55,1557249263.34,703579468.50,899871805.00,909624709.00,227081000.00,,264085268.86,277295196.04,1024765202.16,4382434.32,330818186.25,337335418.41,335319183.24,7042061.30,165465997.60,172788590.40,5380574.00,163222512.80,6556850.85,148960760.85,,,,97302422.40,,,,,,,,,,,
changeToInventory,996500000.00,333800000.00,-496400000.00,-851400000.00,-60636000.00,-923852000.00,-1252106000.00,-1526400000.00,267300000.00,-518100000.00,-1722216000.00,-548200000.00,377400000.00,10000000.00,-1142700000.00,-190500000.00,178600000.00,-166100000.00,-666025000.00,-177200000.00,-400101000.00,-125160000.00,-464714000.00,20600000.00,201360000.00,-85769000.00,-199947000.00,-115700000.00,89650000.00,272567000.00,-683542000.00,-114110000.00,-47260000.00,224700000.00,-744900000.00,-215800000.00,33100000.00,-71000000.00,-335200000.00,-228800000.00,95213000.00,165000000.00,-454019000.00,-6061000.00,64401000.00,-83732000.00,-170908000.00,-245475000.00,186783000.00,129989000.00,-361097000.00,-299259000.00,-36822000.00,-156119000.00,-91900000.00,-43758000.00,224658000.00,150300000.00,-140800000.00,-467424988.00,141904425.56,84297227.44,-154076665.00,-216800882.70,74741626.90,16793277.70,-23634021.90,,,36698265.15,-19502626.62,83390756.10,22155246.00,-144099928.49,131696677.49,,,53618003.23,18456618.14,-91194713.00,-40483682.68,113463579.12,-30385183.44,-142471544.54,202921721.52,1294568.00,-23943007.20,-71393114.40,-41250557.40,2996506.56,-39463073.16,,,,17214264.80,,,,,,,,,,,
changeToAccountReceivables,,,,,-815700000.00,-877000000.00,857142000.00,1101277000.00,-518600000.00,-1706000000.00,1464781000.00,-2987105000.00,774477000.00,-1302020000.00,2665860000.00,-220.36,-35.71,-76.92,248.20,-148047819.03,155745252.73,-272396626.63,261385600.39,-265600000.00,-52311000.00,320925000.00,454760000.00,-578400000.00,130267000.00,199394000.00,287762000.00,-380800000.00,104862000.00,65665000.00,54712000.00,-502600000.00,,,80909000.00,-861700000.00,,,91386000.00,,-575871000.00,80188000.00,,,,56382000.00,199487000.00,,,,238202000.00,,620000.00,4223000.00,101274000.00,,,,,,,,,,,,,,,,,,,,94655000.00,,,,,30477000.00,,,,,99853000.00,147250000.00,120987000.00,,,,,,,,,,,,,,,
