,2023-09-30,2023-06-30,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31
date,2023-09-30,2023-06-30,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31
filing_date,2023-11-06,2023-08-07,2023-05-05,2023-02-17,2022-11-04,2022-08-04,2022-05-06,2022-02-18,2021-11-02,2021-08-02,2021-05-07,2021-02-19,2020-11-04,2020-08-04,2020-05-08,2020-02-21,2019-11-06,2019-08-05,2019-05-03,2019-02-27,2018-11-07,2018-08-07,2018-05-04,2018-02-16,2017-11-07,2017-08-07,2017-05-05,2017-02-17,2016-11-07,2016-08-05,2016-05-06,2016-02-19,2015-11-06,2015-08-07,2015-05-08,2015-02-20,2014-11-07,2014-08-07,2014-05-09,2014-02-21,2013-11-12,2013-08-09,2013-05-08,2013-03-15,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,
currency_symbol,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD
totalCashFromFinancingActivities,-2661000000.00,-3920000000.00,-6192000000.00,-9634000000.00,-5518000000.00,-2679000000.00,-6972000000.00,-6338000000.00,-3643000000.00,-5884000000.00,-3174000000.00,-3695000000.00,-2814000000.00,-2570000000.00,-2422000000.00,26602000000.00,-441000000.00,-2070000000.00,-5383000000.00,-3825000000.00,916000000.00,-8978000000.00,-2509000000.00,-1928000000.00,-810000000.00,-980000000.00,-1794000000.00,-2502000000.00,-1371000000.00,1164000000.00,-1219000000.00,-2431000000.00,-1056000000.00,10169000000.00,-930000000.00,-882000000.00,-719000000.00,-415000000.00,-1277000000.00,-747000000.00,-613000000.00,-500000000.00,-1582000000.00,2388713000.00,2244414000.00,-1326116000.00,-1376011000.00,-1561087000.00,-2251235000.00,-1774248000.00,-1196451000.00,65209000.00
changeToOperatingActivities,,,,,-74000000.00,299000000.00,-285000000.00,265000000.00,-181000000.00,49000000.00,-330000000.00,-56000000.00,-50000000.00,259000000.00,-19000000.00,-86000000.00,280000000.00,15000000.00,-112000000.00,-73000000.00,120000000.00,-279000000.00,-267000000.00,-118000000.00,106000000.00,-75000000.00,-53000000.00,-393000000.00,20000000.00,17000000.00,-159000000.00,511000000.00,,,,-220000000.00,,,,,,,,,,,,,,,,
changeInCash,4528000000.00,2048000000.00,-2490000000.00,-2631000000.00,3311000000.00,2423000000.00,-3648000000.00,-2436000000.00,3636000000.00,-1209000000.00,1306000000.00,559000000.00,1873000000.00,-35125000000.00,1218000000.00,29276000000.00,5476000000.00,275000000.00,-2392000000.00,-726000000.00,4468000000.00,-5460000000.00,-296000000.00,857000000.00,2358000000.00,1348000000.00,-360000000.00,-1118000000.00,-109000000.00,-1229000000.00,-843000000.00,-824000000.00,1823000000.00,-506000000.00,-442000000.00,629000000.00,-1367000000.00,946000000.00,-1455000000.00,620000000.00,232000000.00,1764000000.00,1078000000.00,3140012000.00,2686451000.00,33538000.00,13517000.00,-2500000.00,-7720000.00,27429000.00,629000.00,
beginPeriodCashFlow,8759000000.00,6711000000.00,9201000000.00,11832000000.00,8521000000.00,6098000000.00,9746000000.00,12182000000.00,8546000000.00,9755000000.00,8449000000.00,7890000000.00,6017000000.00,41142000000.00,39924000000.00,10648000000.00,5172000000.00,4897000000.00,7289000000.00,8015000000.00,3547000000.00,9007000000.00,9303000000.00,8446000000.00,6088000000.00,4740000000.00,5100000000.00,6218000000.00,6327000000.00,7556000000.00,8399000000.00,9223000000.00,7400000000.00,7906000000.00,8348000000.00,7719000000.00,9086000000.00,8140000000.00,9595000000.00,8975000000.00,8743000000.00,6979000000.00,5901000000.00,2760988000.00,74537000.00,40999000.00,27482000.00,29982000.00,37702000.00,10273000.00,9644000.00,
endPeriodCashFlow,13287000000.00,8759000000.00,6711000000.00,9201000000.00,11832000000.00,8521000000.00,6098000000.00,9746000000.00,12182000000.00,8546000000.00,9755000000.00,8449000000.00,7890000000.00,6017000000.00,41142000000.00,39924000000.00,10648000000.00,5172000000.00,4897000000.00,7289000000.00,8015000000.00,3547000000.00,9007000000.00,9303000000.00,8446000000.00,6088000000.00,4740000000.00,5100000000.00,6218000000.00,6327000000.00,7556000000.00,8399000000.00,9223000000.00,7400000000.00,7906000000.00,8348000000.00,7719000000.00,9086000000.00,8140000000.00,9595000000.00,8975000000.00,8743000000.00,6979000000.00,5901000000.00,2760988000.00,74537000.00,40999000.00,27482000.00,29982000.00,37702000.00,10273000.00,9644000.00
totalCashFromOperatingActivities,7574000000.00,6319000000.00,4193000000.00,7428000000.00,7602000000.00,5005000000.00,4908000000.00,5075000000.00,7935000000.00,4890000000.00,4877000000.00,4854000000.00,5830000000.00,3089000000.00,3815000000.00,3275000000.00,4555000000.00,2477000000.00,3017000000.00,3392000000.00,4524000000.00,2866000000.00,2645000000.00,2584000000.00,3271000000.00,2003000000.00,2102000000.00,1541000000.00,1454000000.00,1918000000.00,2128000000.00,1963000000.00,2155000000.00,1832000000.00,1585000000.00,-578000000.00,1786000000.00,1717000000.00,624000000.00,1245000000.00,1798000000.00,2037000000.00,1187000000.00,941527000.00,2248186000.00,1561337000.00,1593950000.00,1048764000.00,1769416000.00,2147060000.00,1281720000.00,4976162000.00
issuanceOfCapitalStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
depreciation,2235000000.00,2260000000.00,2127000000.00,2157000000.00,2205000000.00,2052000000.00,2053000000.00,1979000000.00,2127000000.00,2200000000.00,2215000000.00,2065000000.00,2292000000.00,1555000000.00,559000000.00,509000000.00,503000000.00,502000000.00,503000000.00,442000000.00,435000000.00,443000000.00,445000000.00,369000000.00,379000000.00,379000000.00,374000000.00,328000000.00,304000000.00,289000000.00,268000000.00,261000000.00,227000000.00,190000000.00,158000000.00,193000000.00,192000000.00,202000000.00,199000000.00,200000000.00,234000000.00,236000000.00,227000000.00,308860000.00,226805000.00,295094000.00,319241000.00,324876000.00,315233000.00,317610000.00,314475000.00,
otherCashflowsFromInvestingActivities,,-1000000.00,26000000.00,-250000000.00,170000000.00,445000000.00,154000000.00,-382000000.00,88000000.00,86000000.00,49000000.00,-117000000.00,-72000000.00,-36679000000.00,-5000000.00,167000000.00,167000000.00,167000000.00,80000000.00,-368000000.00,0.00,0.00,0.00,0.00,0.00,0.00,-63000000.00,100000000.00,-22000000.00,-2427000000.00,-28000000.00,118000000.00,19000000.00,-10752000000.00,-736000000.00,2650000000.00,-3255000000.00,-17000000.00,0.00,-47000000.00,-224000000.00,-134000000.00,0.00,,600000.00,482000.00,241000.00,241000.00,,,,378000.00
dividendsPaid,-2627000000.00,-2625000000.00,-2661000000.00,-2506000000.00,2504000000.00,2507000000.00,2526000000.00,2314000000.00,2315000000.00,2310000000.00,2322000000.00,2101000000.00,2100000000.00,1752000000.00,1763000000.00,1595000000.00,1591000000.00,1592000000.00,1588000000.00,1451000000.00,1461000000.00,1531000000.00,1137000000.00,1030000000.00,1026000000.00,1024000000.00,1027000000.00,933000000.00,933000000.00,927000000.00,924000000.00,840000000.00,850000000.00,818000000.00,786000000.00,674000000.00,673000000.00,673000000.00,641000000.00,641000000.00,640000000.00,638000000.00,636000000.00,,,,,,,,,
changeToInventory,-55000000.00,-273000000.00,-185000000.00,-170000000.00,-17000000.00,-114000000.00,-385000000.00,-112000000.00,219000000.00,-62000000.00,-187000000.00,153000000.00,111000000.00,-197000000.00,-107000000.00,170000000.00,-113000000.00,-160000000.00,-128000000.00,141000000.00,-176000000.00,-120000000.00,-71000000.00,212000000.00,-120000000.00,-70000000.00,71000000.00,-66000000.00,28000000.00,-19000000.00,19000000.00,12000000.00,-286000000.00,-85000000.00,-75000000.00,-223000000.00,-77000000.00,47000000.00,50000000.00,30000000.00,-36000000.00,-61000000.00,11000000.00,-103742000.00,-43709000.00,-47974000.00,-7575000.00,-75565000.00,-16537000.00,-30894000.00,35394000.00,
changeToAccountReceivables,2000000.00,-80000000.00,-195000000.00,-416000000.00,357000000.00,-611000000.00,-785000000.00,-749000000.00,590000000.00,-296000000.00,-866000000.00,-355000000.00,-31000000.00,482000000.00,-1025000000.00,133000000.00,-111000000.00,220000000.00,-316000000.00,215000000.00,-1000000.00,-124000000.00,-681000000.00,-228000000.00,4000000.00,-133000000.00,-34000000.00,58000000.00,65000000.00,-275000000.00,81000000.00,-5595000000.00,-9202000000.00,-5703000000.00,-544000000.00,-4915000000.00,-10957000000.00,-11553000000.00,167000000.00,-10520000000.00,-9698000000.00,-8222000000.00,57000000.00,-490068000.00,-38463000.00,530798000.00,220733000.00,-630780000.00,-63272000.00,240243000.00,-43930000.00,
salePurchaseOfStock,-4000000.00,-10000000.00,-1955000000.00,-4000000.00,-4000000.00,-9000000.00,-1470000000.00,-131000000.00,-6000000.00,-10000000.00,-787000000.00,-296000000.00,-20000000.00,-19000000.00,-643000000.00,-2000000.00,-4000000.00,-3000000.00,-620000000.00,-2058000000.00,-1009000000.00,-7516000000.00,-1431000000.00,-505000000.00,-5000000.00,-5000000.00,-895000000.00,-1824000000.00,3000000.00,-3803000000.00,-409000000.00,-1225000000.00,-998000000.00,-5002000000.00,-342000000.00,-300000000.00,1000000.00,-24000000.00,-329000000.00,-201000000.00,2000000.00,-24000000.00,-97000000.00,,,,,,,,,
otherCashflowsFromFinancingActivities,-28000000.00,-331000000.00,-290000000.00,-273000000.00,-309000000.00,-161000000.00,1903000000.00,-216000000.00,-146000000.00,-3564000000.00,-65000000.00,-129000000.00,-75000000.00,-799000000.00,-16000000.00,-220000000.00,-74000000.00,-279000000.00,21000000.00,-8000000.00,-62000000.00,-71000000.00,37000000.00,-25000000.00,-239000000.00,-8000000.00,26000000.00,-35000000.00,16000000.00,5894000000.00,114000000.00,-366000000.00,792000000.00,15989000000.00,198000000.00,92000000.00,-47000000.00,282000000.00,-307000000.00,95000000.00,25000000.00,162000000.00,-849000000.00,2388713000.00,2244414000.00,-1326116000.00,-1376011000.00,-1561087000.00,-2251235000.00,-1774248000.00,-1196451000.00,97291000.00
changeToNetincome,,1318000000.00,2500000000.00,2428000000.00,-4000000.00,730000000.00,-508000000.00,135000000.00,920000000.00,2914000000.00,63000000.00,3673000000.00,260000000.00,2124000000.00,332000000.00,287000000.00,1407000000.00,2540000000.00,520000000.00,4760000000.00,530000000.00,1142000000.00,245000000.00,1052000000.00,297000000.00,251000000.00,299000000.00,313000000.00,503000000.00,249000000.00,523000000.00,173000000.00,159000000.00,224000000.00,495000000.00,681000000.00,1002000000.00,35000000.00,59000000.00,43000000.00,37000000.00,65000000.00,101000000.00,,,,,,,,,
capitalExpenditures,219000000,178000000,175000000,213000000,177000000,143000000,162000000,187000000,217000000,195000000,188000000,279000000,217000000,177000000,125000000,163000000,154000000,128000000,107000000,123000000,282000000,114000000,119000000,182000000,126000000,126000000,95000000,114000000,113000000,131000000,121000000,145000000,127000000,115000000,145000000,153000000,180000000,142000000,137000000,151000000,133000000,119000000,88000000,94540000,17661000,93917000,162204000,104410000,63169000,91088000,96848000,448141000
changeReceivables,,-80000000.00,-195000000.00,-416000000.00,357000000.00,-611000000.00,-785000000.00,-749000000.00,590000000.00,-296000000.00,-866000000.00,-355000000.00,-31000000.00,482000000.00,-1025000000.00,133000000.00,-111000000.00,220000000.00,-316000000.00,215000000.00,-1000000.00,-124000000.00,-681000000.00,-228000000.00,4000000.00,-133000000.00,-34000000.00,58000000.00,65000000.00,-275000000.00,81000000.00,-234000000.00,-254000000.00,-44000000.00,-544000000.00,-267000000.00,-25000000.00,-47000000.00,167000000.00,27000000.00,69000000.00,528000000.00,57000000.00,,,,,,,,,
cashFlowsOtherOperating,,614000000.00,-17000000.00,-676000000.00,37000000.00,2758000000.00,-140000000.00,265000000.00,-181000000.00,49000000.00,-330000000.00,-56000000.00,-50000000.00,259000000.00,-19000000.00,-86000000.00,280000000.00,15000000.00,-112000000.00,351000000.00,120000000.00,-279000000.00,-267000000.00,1146000000.00,106000000.00,-75000000.00,-53000000.00,-271000000.00,-2944000000.00,1627000000.00,1195000000.00,1576000000.00,1390000000.00,1326000000.00,1363000000.00,-770000000.00,478000000.00,1085000000.00,761000000.00,1598000000.00,1085000000.00,1245000000.00,997000000.00,,,,,,,,,
exchangeRateChanges,,,,,,-33000000.00,7000000.00,-28000000.00,-41000000.00,27000000.00,-55000000.00,27000000.00,6000000.00,8000000.00,-46000000.00,14000000.00,-16000000.00,8000000.00,1000000.00,-10000000.00,-9000000.00,-35000000.00,15000000.00,,6000000.00,7000000.00,16000000.00,-38000000.00,7000000.00,-13000000.00,-294000000.00,-59000000.00,-21000000.00,4000000.00,-224000000.00,-425000000.00,-150000000.00,3000000.00,-5000000.00,-1000000.00,11000000.00,-6000000.00,-14000000.00,,,,,,,,,
cashAndCashEquivalentsChanges,,2058000000.00,-2498000000.00,-2654000000.00,3396000000.00,2423000000.00,-3648000000.00,-2436000000.00,3636000000.00,-1209000000.00,1306000000.00,559000000.00,1873000000.00,-35125000000.00,1218000000.00,29276000000.00,5476000000.00,275000000.00,-2392000000.00,-726000000.00,4468000000.00,-5460000000.00,-296000000.00,857000000.00,2358000000.00,1348000000.00,-360000000.00,-1118000000.00,-109000000.00,-1229000000.00,-843000000.00,-824000000.00,1823000000.00,-506000000.00,-442000000.00,629000000.00,-1367000000.00,946000000.00,-1455000000.00,620000000.00,232000000.00,1764000000.00,1078000000.00,,,,,,,,,
changeInWorkingCapital,2643000000.00,552000000.00,-825000000.00,843000000.00,1338000000.00,-1164000000.00,-1275000000.00,-1084000000.00,1708000000.00,-990000000.00,-956000000.00,-922000000.00,965000000.00,149000000.00,-86000000.00,-322000000.00,761000000.00,-1306000000.00,-462000000.00,-408000000.00,812000000.00,-702000000.00,-828000000.00,-131000000.00,964000000.00,-542000000.00,-282000000.00,-491000000.00,-951000000.00,-230000000.00,-17000000.00,12000000.00,530000000.00,52000000.00,-90000000.00,-642000000.00,102000000.00,366000000.00,-614000000.00,-174000000.00,343000000.00,598000000.00,-109000000.00,-1234810000.00,-82172000.00,482824000.00,213158000.00,585158000.00,-79809000.00,209349000.00,-8536000.00,
stockBasedCompensation,130000000.00,179000000.00,313000000.00,132000000.00,126000000.00,107000000.00,306000000.00,129000000.00,135000000.00,159000000.00,269000000.00,136000000.00,162000000.00,236000000.00,219000000.00,79000000.00,75000000.00,87000000.00,189000000.00,70000000.00,75000000.00,85000000.00,191000000.00,77000000.00,71000000.00,76000000.00,141000000.00,75000000.00,69000000.00,71000000.00,138000000.00,53000000.00,55000000.00,55000000.00,119000000.00,43000000.00,44000000.00,48000000.00,106000000.00,37000000.00,42000000.00,46000000.00,87000000.00,31459000.00,29452000.00,35084000.00,91005000.00,40449000.00,23948000.00,24158000.00,74421000.00,
otherNonCashItems,1648000000.00,1669000000.00,2604000000.00,2340000000.00,602000000.00,3682000000.00,-475000000.00,751000000.00,819000000.00,2843000000.00,-178000000.00,5364000000.00,339000000.00,2145000000.00,113000000.00,538000000.00,302000000.00,2453000000.00,331000000.00,-380000000.00,455000000.00,1057000000.00,54000000.00,621000000.00,226000000.00,175000000.00,158000000.00,238000000.00,434000000.00,178000000.00,87000000.00,120000000.00,104000000.00,169000000.00,376000000.00,638000000.00,942000000.00,3000000.00,-47000000.00,54000000.00,215000000.00,89000000.00,14000000.00,296376000.00,488597000.00,-518241000.00,87268000.00,-1059282000.00,1497709000.00,55912000.00,178161000.00,
freeCashFlow,7355000000.00,6141000000.00,4018000000.00,7215000000.00,7425000000.00,4862000000.00,4746000000.00,4888000000.00,7718000000.00,4695000000.00,4689000000.00,4575000000.00,5613000000.00,2912000000.00,3690000000.00,3112000000.00,4401000000.00,2349000000.00,2910000000.00,3269000000.00,4242000000.00,2752000000.00,2526000000.00,2402000000.00,3145000000.00,1877000000.00,2007000000.00,1427000000.00,1341000000.00,1787000000.00,2007000000.00,1818000000.00,2028000000.00,1717000000.00,1440000000.00,-731000000.00,1606000000.00,1575000000.00,487000000.00,1094000000.00,1665000000.00,1918000000.00,1099000000.00,846987000.00,2265847000.00,1467420000.00,1431746000.00,944354000.00,1706247000.00,2055972000.00,1184872000.00,
researchDevelopment,1723000000.00,1733000000.00,2292000000.00,1790000000.00,1614000000.00,1609000000.00,1497000000.00,1827000000.00,1673000000.00,1802000000.00,1782000000.00,1890000000.00,1706000000.00,1582000000.00,1379000000.00,1542000000.00,2285000000.00,1291000000.00,1289000000.00,6495000000.00,1268000000.00,1322000000.00,1244000000.00,1402000000.00,1222000000.00,1223000000.00,1135000000.00,1190000000.00,1106000000.00,1124000000.00,946000000.00,1075000000.00,1418000000.00,981000000.00,811000000.00,879000000.00,812000000.00,834000000.00,772000000.00,798000000.00,714000000.00,709000000.00,634000000.00,681221000.00,813000000.00,642000000.00,641968000.00,775129000.00,665521000.00,589759000.00,587097000.00,2807798000.00
effectOfAccountingCharges,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
incomeBeforeTax,1953000000.00,2610000000.00,475000000.00,2965000000.00,4400000000.00,1183000000.00,4929000000.00,4271000000.00,3688000000.00,1163000000.00,3867000000.00,-1507000000.00,2500000000.00,-693000000.00,3098000000.00,3074000000.00,2001000000.00,807000000.00,2544000000.00,-2373000000.00,2761000000.00,2012000000.00,2797000000.00,1193000000.00,2095000000.00,2353000000.00,2086000000.00,1998000000.00,2014000000.00,2096000000.00,1776000000.00,1924000000.00,1647000000.00,1678000000.00,1396000000.00,-1037000000.00,687000000.00,1433000000.00,1286000000.00,1439000000.00,1286000000.00,1368000000.00,1239000000.00,1712917000.00,1604000000.00,1402000000.00,1005792000.00,1357900000.00,71573000.00,1380732000.00,858322000.00,4835497000.00
minorityInterest,-3000000.00,-3000000.00,-2000000.00,1000000.00,3000000.00,4000000.00,-3000000.00,-1000000.00,-1000000.00,25000000.00,2000000.00,2000000.00,5000000.00,-1000000.00,24000000.00,24000000.00,24000000.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
sellingGeneralAdministrative,3372000000.00,3268000000.00,3039000000.00,3417000000.00,3304000000.00,5412000000.00,3127000000.00,3260000000.00,3083000000.00,3164000000.00,2842000000.00,3231000000.00,2846000000.00,3527000000.00,1695000000.00,1951000000.00,1657000000.00,1654000000.00,1680000000.00,1929000000.00,1919000000.00,1760000000.00,1791000000.00,1951000000.00,1452000000.00,1504000000.00,1368000000.00,1653000000.00,1381000000.00,1466000000.00,1355000000.00,1737000000.00,1474000000.00,1703000000.00,1473000000.00,3341000000.00,1595000000.00,1448000000.00,1340000000.00,1448000000.00,1261000000.00,1406000000.00,1237000000.00,1410357000.00,1085000000.00,1246000000.00,1246924000.00,1812161000.00,1706387000.00,1630763000.00,1177918000.00,6173759000.00
sellingAndMarketingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grossProfit,7442000000.00,9625000000.00,8239000000.00,10951000000.00,9790000000.00,10413000000.00,9486000000.00,10566000000.00,9952000000.00,9436000000.00,8797000000.00,9174000000.00,7852000000.00,6714000000.00,6677000000.00,6698000000.00,6559000000.00,6436000000.00,6134000000.00,6283000000.00,6401000000.00,6344000000.00,6007000000.00,5459000000.00,5379000000.00,5416000000.00,4922000000.00,5241000000.00,4928000000.00,5047000000.00,4589000000.00,4925000000.00,4777000000.00,4559000000.00,4098000000.00,4333000000.00,3925000000.00,3813000000.00,3463000000.00,3829000000.00,3566000000.00,3638000000.00,3176000000.00,3940468000.00,3494000000.00,3420000000.00,3016781000.00,3688000000.00,3260000000.00,3167107000.00,2689451000.00,12535103000.00
reconciledDepreciation,2235000000.00,2260000000.00,2127000000.00,2157000000.00,2205000000.00,2052000000.00,2053000000.00,1979000000.00,2127000000.00,2200000000.00,2215000000.00,2065000000.00,2292000000.00,1555000000.00,559000000.00,509000000.00,503000000.00,502000000.00,503000000.00,442000000.00,435000000.00,443000000.00,445000000.00,369000000.00,379000000.00,379000000.00,374000000.00,328000000.00,304000000.00,289000000.00,268000000.00,261000000.00,227000000.00,190000000.00,158000000.00,193000000.00,192000000.00,202000000.00,199000000.00,200000000.00,234000000.00,236000000.00,227000000.00,308860000.00,226805000.00,295094000.00,319241000.00,324876000.00,315233000.00,317610000.00,314475000.00,
ebit,2281000000.00,4513000000.00,2768000000.00,5502000000.00,4603000000.00,3295000000.00,4717000000.00,5074000000.00,4306000000.00,4441000000.00,4103000000.00,3753000000.00,3255000000.00,752000000.00,3603000000.00,3956000000.00,2617000000.00,3400000000.00,3010000000.00,-2441000000.00,3159000000.00,2762000000.00,2903000000.00,1794000000.00,2705000000.00,2674000000.00,2419000000.00,2358000000.00,2361000000.00,2387000000.00,2278000000.00,2113000000.00,1885000000.00,1852000000.00,1687000000.00,-415000000.00,1210000000.00,1515000000.00,1351000000.00,1535000000.00,1371000000.00,1453000000.00,1305000000.00,1820890000.00,1596000000.00,1422000000.00,977889000.00,1378839000.00,53613000.00,1363844000.00,824436000.00,0.00
ebitda,2442000000.00,6773000000.00,4895000000.00,7659000000.00,6808000000.00,5347000000.00,6770000000.00,7053000000.00,6433000000.00,6641000000.00,6318000000.00,5818000000.00,5547000000.00,2307000000.00,4162000000.00,4465000000.00,3120000000.00,3902000000.00,3513000000.00,-1999000000.00,3594000000.00,3205000000.00,3348000000.00,2163000000.00,3084000000.00,3053000000.00,2793000000.00,2686000000.00,2665000000.00,2676000000.00,2546000000.00,2374000000.00,2112000000.00,2042000000.00,1845000000.00,-222000000.00,1402000000.00,1717000000.00,1550000000.00,1735000000.00,1605000000.00,1689000000.00,1532000000.00,2129750000.00,1822805000.00,1717094000.00,1297130000.00,1703715000.00,368846000.00,1681454000.00,1138911000.00,
depreciationAndAmortization,161000000.00,2260000000.00,2127000000.00,2157000000.00,2205000000.00,2052000000.00,2053000000.00,1979000000.00,2127000000.00,2200000000.00,2215000000.00,2065000000.00,2292000000.00,1555000000.00,559000000.00,509000000.00,503000000.00,502000000.00,503000000.00,442000000.00,435000000.00,443000000.00,445000000.00,369000000.00,379000000.00,379000000.00,374000000.00,328000000.00,304000000.00,289000000.00,268000000.00,261000000.00,227000000.00,190000000.00,158000000.00,193000000.00,192000000.00,202000000.00,199000000.00,200000000.00,234000000.00,236000000.00,227000000.00,308860000.00,226805000.00,295094000.00,319241000.00,324876000.00,315233000.00,317610000.00,314475000.00,
nonOperatingIncomeNetOther,,-1449000000.00,-1839000000.00,-2061000000.00,294000000.00,-1580000000.00,751000000.00,-232000000.00,-33000000.00,-2672000000.00,386000000.00,-4642000000.00,-135000000.00,-831000000.00,-77000000.00,-427000000.00,-196000000.00,-2284000000.00,-141000000.00,387000000.00,-96000000.00,-478000000.00,145000000.00,-349000000.00,-358000000.00,-68000000.00,-86000000.00,-70000000.00,-97000000.00,-66000000.00,-302000000.00,10000000.00,-41000000.00,-10000000.00,-165000000.00,-493000000.00,-145000000.00,-13000000.00,,-28000000.00,-16000000.00,-10000000.00,,,,,,,,,,
operatingIncome,2281000000.00,4513000000.00,2768000000.00,5502000000.00,4603000000.00,3295000000.00,4717000000.00,5074000000.00,4306000000.00,4441000000.00,4103000000.00,3753000000.00,3255000000.00,752000000.00,3603000000.00,3956000000.00,2617000000.00,3400000000.00,3010000000.00,-2441000000.00,3159000000.00,2762000000.00,2903000000.00,1794000000.00,2705000000.00,2674000000.00,2419000000.00,2358000000.00,2361000000.00,2387000000.00,2278000000.00,2113000000.00,1885000000.00,1852000000.00,1687000000.00,-415000000.00,1210000000.00,1515000000.00,1351000000.00,1535000000.00,1371000000.00,1453000000.00,1305000000.00,1820890000.00,1596000000.00,1422000000.00,977889000.00,1378839000.00,53613000.00,1363844000.00,824436000.00,5176983000.00
otherOperatingExpenses,11580000000.00,9072000000.00,9307000000.00,9376000000.00,10169000000.00,11019000000.00,8676000000.00,9407000000.00,9646000000.00,9421000000.00,8837000000.00,9805000000.00,9602000000.00,8820000000.00,5016000000.00,4609000000.00,5862000000.00,4764000000.00,4663000000.00,10446000000.00,5022000000.00,5516000000.00,4962000000.00,5633000000.00,4290000000.00,4255000000.00,4119000000.00,4398000000.00,3991000000.00,3995000000.00,3670000000.00,4287000000.00,4059000000.00,3600000000.00,3226000000.00,5839000000.00,3501000000.00,3395000000.00,3212000000.00,3528000000.00,3067000000.00,3169000000.00,3024000000.00,3356905000.00,2912000000.00,2961000000.00,3045059000.00,3085224000.00,4355068000.00,2738101000.00,2972326000.00,0.00
interestExpense,398000000.00,552000000.00,553000000.00,566000000.00,497000000.00,532000000.00,548000000.00,571000000.00,585000000.00,606000000.00,622000000.00,618000000.00,620000000.00,614000000.00,428000000.00,455000000.00,420000000.00,309000000.00,325000000.00,319000000.00,302000000.00,272000000.00,251000000.00,252000000.00,252000000.00,253000000.00,247000000.00,290000000.00,250000000.00,225000000.00,200000000.00,199000000.00,197000000.00,164000000.00,126000000.00,129000000.00,128000000.00,69000000.00,65000000.00,68000000.00,69000000.00,75000000.00,66000000.00,104000000.00,10000000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
taxProvision,172000000.00,583000000.00,234000000.00,493000000.00,448000000.00,255000000.00,436000000.00,226000000.00,508000000.00,394000000.00,312000000.00,-1545000000.00,187000000.00,46000000.00,88000000.00,273000000.00,117000000.00,66000000.00,88000000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
interestIncome,157000000.00,98000000.00,99000000.00,90000000.00,63000000.00,24000000.00,9000000.00,9000000.00,11000000.00,9000000.00,10000000.00,11000000.00,10000000.00,18000000.00,135000000.00,104000000.00,60000000.00,49000000.00,331000000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
